function,dim,F,CR,mode,best_fitness,iteration
function 4,10,0.4,0.5,normal,407.48181193742687,1
function 4,10,0.4,0.5,PSR,406.4671459499775,1
function 4,10,0.4,0.5,MSR,405.4379554111118,1
function 4,10,0.4,0.6,normal,407.7005119323479,1
function 4,10,0.4,0.6,PSR,406.7070342310814,1
function 4,10,0.4,0.6,MSR,408.04272311282483,1
function 4,10,0.4,0.7,normal,406.4712760788204,1
function 4,10,0.4,0.7,PSR,407.2495076010908,1
function 4,10,0.4,0.7,MSR,407.46679680642035,1
function 4,10,0.4,0.8,normal,406.0595831725281,1
function 4,10,0.4,0.8,PSR,405.09540983898586,1
function 4,10,0.4,0.8,MSR,407.13976350089223,1
function 4,10,0.4,0.9,normal,405.87475476764644,1
function 4,10,0.4,0.9,PSR,410.8232310266198,1
function 4,10,0.4,0.9,MSR,408.0720378871642,1
function 4,10,0.4,1.0,normal,405.3923695611116,1
function 4,10,0.4,1.0,PSR,540.0628825070659,1
function 4,10,0.4,1.0,MSR,568.2187162104585,1
function 4,10,0.5,0.0,normal,1961.3855431174566,1
function 4,10,0.5,0.0,PSR,2140.1166895963106,1
function 4,10,0.5,0.0,MSR,1430.6094012382464,1
function 4,10,0.5,0.1,normal,424.38053396557706,1
function 4,10,0.5,0.1,PSR,411.1674779003559,1
function 4,10,0.5,0.1,MSR,420.3158121170682,1
function 4,10,0.5,0.2,normal,417.2088073927476,1
function 4,10,0.5,0.2,PSR,411.37928366458397,1
function 4,10,0.5,0.2,MSR,408.8229167764075,1
function 4,10,0.5,0.3,normal,415.05991161773164,1
function 4,10,0.5,0.3,PSR,408.24907227093627,1
function 4,10,0.5,0.3,MSR,411.2066287624495,1
function 4,10,0.5,0.4,normal,409.07664726787124,1
function 4,10,0.5,0.4,PSR,407.72639200221283,1
function 4,10,0.5,0.4,MSR,405.9521160633738,1
function 4,10,0.5,0.5,normal,407.91490937019216,1
function 4,10,0.5,0.5,PSR,406.3888086978552,1
function 4,10,0.5,0.5,MSR,406.26219488735575,1
function 4,10,0.5,0.6,normal,407.75850732729356,1
function 4,10,0.5,0.6,PSR,407.25504938288094,1
function 4,10,0.5,0.6,MSR,405.03928296446395,1
function 4,10,0.5,0.7,normal,407.6077270954093,1
function 4,10,0.5,0.7,PSR,407.6345555709313,1
function 4,10,0.5,0.7,MSR,408.8455806017264,1
function 4,10,0.5,0.8,normal,406.6484841505369,1
function 4,10,0.5,0.8,PSR,407.8474814057973,1
function 4,10,0.5,0.8,MSR,404.7777218378155,1
function 4,10,0.5,0.9,normal,406.34263414954324,1
function 4,10,0.5,0.9,PSR,409.39038023212834,1
function 4,10,0.5,0.9,MSR,475.29784651887906,1
function 4,10,0.5,1.0,normal,403.35674605944064,1
function 4,10,0.5,1.0,PSR,467.7184241010769,1
function 4,10,0.5,1.0,MSR,523.4868605413789,1
function 4,10,0.6,0.0,normal,1164.5588263733107,1
function 4,10,0.6,0.0,PSR,1462.039412145721,1
function 4,10,0.6,0.0,MSR,2086.7714911005637,1
function 4,10,0.6,0.1,normal,496.5706798437981,1
function 4,10,0.6,0.1,PSR,445.63188870934795,1
function 4,10,0.6,0.1,MSR,430.86534816898984,1
function 4,10,0.6,0.2,normal,426.7341059536458,1
function 4,10,0.6,0.2,PSR,409.2707744657259,1
function 4,10,0.6,0.2,MSR,407.9561436633465,1
function 4,10,0.6,0.3,normal,417.03278172423313,1
function 4,10,0.6,0.3,PSR,408.16899882035983,1
function 4,10,0.6,0.3,MSR,407.6474323247297,1
function 4,10,0.6,0.4,normal,412.2727853810702,1
function 4,10,0.6,0.4,PSR,407.9117703269868,1
function 4,10,0.6,0.4,MSR,407.49292042759055,1
function 4,10,0.6,0.5,normal,417.15831083618485,1
function 4,10,0.6,0.5,PSR,407.48135860882763,1
function 4,10,0.6,0.5,MSR,407.66676552668224,1
function 4,10,0.6,0.6,normal,409.12123744208014,1
function 4,10,0.6,0.6,PSR,406.18111795580614,1
function 4,10,0.6,0.6,MSR,408.14877521883113,1
function 4,10,0.6,0.7,normal,408.94636024653477,1
function 4,10,0.6,0.7,PSR,406.06531160112473,1
function 4,10,0.6,0.7,MSR,404.5620307062042,1
function 4,10,0.6,0.8,normal,408.7781938166652,1
function 4,10,0.6,0.8,PSR,406.5399836948504,1
function 4,10,0.6,0.8,MSR,407.6802027710604,1
function 4,10,0.6,0.9,normal,407.18029233149343,1
function 4,10,0.6,0.9,PSR,406.82974143187033,1
function 4,10,0.6,0.9,MSR,409.97288624151724,1
function 4,10,0.6,1.0,normal,407.8079067314849,1
function 4,10,0.6,1.0,PSR,515.0269036930417,1
function 4,10,0.6,1.0,MSR,516.7683258826879,1
function 4,10,0.7,0.0,normal,976.4776877917242,1
function 4,10,0.7,0.0,PSR,1011.7903548943871,1
function 4,10,0.7,0.0,MSR,2002.7191064421513,1
function 4,10,0.7,0.1,normal,434.1257381695472,1
function 4,10,0.7,0.1,PSR,441.005654675493,1
function 4,10,0.7,0.1,MSR,413.2012854518495,1
function 4,10,0.7,0.2,normal,436.8814071149844,1
function 4,10,0.7,0.2,PSR,408.2429156591913,1
function 4,10,0.7,0.2,MSR,414.6688654010541,1
function 4,10,0.7,0.3,normal,416.00068919207524,1
function 4,10,0.7,0.3,PSR,407.253290642589,1
function 4,10,0.7,0.3,MSR,407.96531496123504,1
function 4,10,0.7,0.4,normal,422.86324869904513,1
function 4,10,0.7,0.4,PSR,407.7186949726413,1
function 4,10,0.7,0.4,MSR,406.3928647445085,1
function 4,10,0.7,0.5,normal,422.11527273089996,1
function 4,10,0.7,0.5,PSR,407.9767442819378,1
function 4,10,0.7,0.5,MSR,408.0886851164878,1
function 4,10,0.7,0.6,normal,412.32303545199875,1
function 4,10,0.7,0.6,PSR,407.87408775081127,1
function 4,10,0.7,0.6,MSR,406.12362204050555,1
function 4,10,0.7,0.7,normal,418.5241511336917,1
function 4,10,0.7,0.7,PSR,408.12829774955907,1
function 4,10,0.7,0.7,MSR,407.4656458655052,1
function 4,10,0.7,0.8,normal,412.46305296398816,1
function 4,10,0.7,0.8,PSR,407.38810404372157,1
function 4,10,0.7,0.8,MSR,404.78994373478287,1
function 4,10,0.7,0.9,normal,412.27878871464264,1
function 4,10,0.7,0.9,PSR,408.3643119345481,1
function 4,10,0.7,0.9,MSR,436.1877236326533,1
function 4,10,0.7,1.0,normal,415.34409179331556,1
function 4,10,0.7,1.0,PSR,437.32267682911,1
function 4,10,0.7,1.0,MSR,509.2038474840185,1
function 4,10,0.8,0.0,normal,1896.3531799309578,1
function 4,10,0.8,0.0,PSR,2364.2095732446487,1
function 4,10,0.8,0.0,MSR,1254.6479052317718,1
function 4,10,0.8,0.1,normal,484.1623550421102,1
function 4,10,0.8,0.1,PSR,439.5399991177981,1
function 4,10,0.8,0.1,MSR,422.9207365044115,1
function 4,10,0.8,0.2,normal,445.45765602612056,1
function 4,10,0.8,0.2,PSR,408.89517954242194,1
function 4,10,0.8,0.2,MSR,408.98770643584976,1
function 4,10,0.8,0.3,normal,446.9627906455799,1
function 4,10,0.8,0.3,PSR,407.7629289494693,1
function 4,10,0.8,0.3,MSR,407.6360414883705,1
function 4,10,0.8,0.4,normal,429.45573992050066,1
function 4,10,0.8,0.4,PSR,405.8793515077482,1
function 4,10,0.8,0.4,MSR,406.8578094076846,1
function 4,10,0.8,0.5,normal,424.29811947811385,1
function 4,10,0.8,0.5,PSR,407.6551558680349,1
function 4,10,0.8,0.5,MSR,406.54327406109746,1
function 4,10,0.8,0.6,normal,435.5939559608458,1
function 4,10,0.8,0.6,PSR,406.7380459916644,1
function 4,10,0.8,0.6,MSR,406.914120289884,1
function 4,10,0.8,0.7,normal,413.7479549564636,1
function 4,10,0.8,0.7,PSR,405.78929495772337,1
function 4,10,0.8,0.7,MSR,407.2069185715201,1
function 4,10,0.8,0.8,normal,428.6774509096567,1
function 4,10,0.8,0.8,PSR,407.2619897738173,1
function 4,10,0.8,0.8,MSR,407.38127536490964,1
function 4,10,0.8,0.9,normal,433.1681067550349,1
function 4,10,0.8,0.9,PSR,407.72195006741856,1
function 4,10,0.8,0.9,MSR,409.4404553912101,1
function 4,10,0.8,1.0,normal,435.0947974135032,1
function 4,10,0.8,1.0,PSR,429.0300732431217,1
function 4,10,0.8,1.0,MSR,491.364194972549,1
function 4,10,0.9,0.0,normal,2031.7313050378953,1
function 4,10,0.9,0.0,PSR,1438.9610505428204,1
function 4,10,0.9,0.0,MSR,2997.8111953592775,1
function 4,10,0.9,0.1,normal,457.27525079666316,1
function 4,10,0.9,0.1,PSR,422.38552461211003,1
function 4,10,0.9,0.1,MSR,420.68935226250386,1
function 4,10,0.9,0.2,normal,430.1631921435323,1
function 4,10,0.9,0.2,PSR,409.1634680666019,1
function 4,10,0.9,0.2,MSR,416.76944602791843,1
function 4,10,0.9,0.3,normal,487.2995386213314,1
function 4,10,0.9,0.3,PSR,409.79061904913647,1
function 4,10,0.9,0.3,MSR,409.1343422781847,1
function 4,10,0.9,0.4,normal,429.5581901862305,1
function 4,10,0.9,0.4,PSR,407.3812421304392,1
function 4,10,0.9,0.4,MSR,407.1445424637201,1
function 4,10,0.9,0.5,normal,452.66199866390536,1
function 4,10,0.9,0.5,PSR,407.81880919503845,1
function 4,10,0.9,0.5,MSR,407.53824140377424,1
function 4,10,0.9,0.6,normal,431.2421612976742,1
function 4,10,0.9,0.6,PSR,408.077795313231,1
function 4,10,0.9,0.6,MSR,407.8145222230101,1
function 4,10,0.9,0.7,normal,438.77067735395116,1
function 4,10,0.9,0.7,PSR,408.0612257009454,1
function 4,10,0.9,0.7,MSR,407.19070829856844,1
function 4,10,0.9,0.8,normal,448.4503743856984,1
function 4,10,0.9,0.8,PSR,407.8861835409994,1
function 4,10,0.9,0.8,MSR,407.93036282051065,1
function 4,10,0.9,0.9,normal,444.076775306033,1
function 4,10,0.9,0.9,PSR,431.49540995324554,1
function 4,10,0.9,0.9,MSR,408.17969544071536,1
function 4,10,0.9,1.0,normal,473.4309443704626,1
function 4,10,0.9,1.0,PSR,495.76680886049684,1
function 4,10,0.9,1.0,MSR,473.22376880247253,1
function 4,10,1.0,0.0,normal,2138.0221217712856,1
function 4,10,1.0,0.0,PSR,1983.5970644740053,1
function 4,10,1.0,0.0,MSR,1272.3564383672299,1
function 4,10,1.0,0.1,normal,490.05783888001974,1
function 4,10,1.0,0.1,PSR,439.0348575631234,1
function 4,10,1.0,0.1,MSR,425.7193549384053,1
function 4,10,1.0,0.2,normal,493.6259312152282,1
function 4,10,1.0,0.2,PSR,411.49088557203396,1
function 4,10,1.0,0.2,MSR,411.59464872877123,1
function 4,10,1.0,0.3,normal,428.066529798069,1
function 4,10,1.0,0.3,PSR,413.55792561897385,1
function 4,10,1.0,0.3,MSR,408.4736761072925,1
function 4,10,1.0,0.4,normal,434.5198757965952,1
function 4,10,1.0,0.4,PSR,407.9349949972382,1
function 4,10,1.0,0.4,MSR,407.75383677438987,1
function 4,10,1.0,0.5,normal,469.9928951695648,1
function 4,10,1.0,0.5,PSR,406.79522291704876,1
function 4,10,1.0,0.5,MSR,407.93149314991734,1
function 4,10,1.0,0.6,normal,439.67748718073824,1
function 4,10,1.0,0.6,PSR,407.04745678311593,1
function 4,10,1.0,0.6,MSR,407.5361188989177,1
function 4,10,1.0,0.7,normal,477.680875168947,1
function 4,10,1.0,0.7,PSR,406.5609509945747,1
function 4,10,1.0,0.7,MSR,407.56158635551674,1
function 4,10,1.0,0.8,normal,502.3301486453702,1
function 4,10,1.0,0.8,PSR,406.87228234207475,1
function 4,10,1.0,0.8,MSR,407.44213895953976,1
function 4,10,1.0,0.9,normal,497.21655153608805,1
function 4,10,1.0,0.9,PSR,403.6550531209773,1
function 4,10,1.0,0.9,MSR,406.90019478009435,1
function 4,10,1.0,1.0,normal,472.21656491792766,1
function 4,10,1.0,1.0,PSR,414.9110887225339,1
function 4,10,1.0,1.0,MSR,423.0291467256465,1
function 4,30,0.0,0.0,normal,48646.14493915697,1
function 4,30,0.0,0.0,PSR,30675.393657791825,1
function 4,30,0.0,0.0,MSR,36735.78485493426,1
function 4,30,0.0,0.1,normal,1025.1543401831789,1
function 4,30,0.0,0.1,PSR,906.032574877599,1
function 4,30,0.0,0.1,MSR,1351.6489556087718,1
function 4,30,0.0,0.2,normal,799.3304647864963,1
function 4,30,0.0,0.2,PSR,722.9812049782104,1
function 4,30,0.0,0.2,MSR,753.7998254581177,1
function 4,30,0.0,0.3,normal,703.3809253582497,1
function 4,30,0.0,0.3,PSR,688.0677260588152,1
function 4,30,0.0,0.3,MSR,652.4863621418291,1
function 4,30,0.0,0.4,normal,627.5475226197725,1
function 4,30,0.0,0.4,PSR,600.1328319983157,1
function 4,30,0.0,0.4,MSR,649.7710003800381,1
function 4,30,0.0,0.5,normal,635.8216357079555,1
function 4,30,0.0,0.5,PSR,556.3458048550599,1
function 4,30,0.0,0.5,MSR,597.8667647934806,1
function 4,30,0.0,0.6,normal,708.8425027946255,1
function 4,30,0.0,0.6,PSR,540.5498561296862,1
function 4,30,0.0,0.6,MSR,540.3203615075854,1
function 4,30,0.0,0.7,normal,661.4957985925473,1
function 4,30,0.0,0.7,PSR,572.6215282221502,1
function 4,30,0.0,0.7,MSR,599.7627025710281,1
function 4,30,0.0,0.8,normal,700.4380353359516,1
function 4,30,0.0,0.8,PSR,614.1975928870422,1
function 4,30,0.0,0.8,MSR,596.4539770370644,1
function 4,30,0.0,0.9,normal,1697.3827436736608,1
function 4,30,0.0,0.9,PSR,1095.0215999671855,1
function 4,30,0.0,0.9,MSR,1259.4940124110653,1
function 4,30,0.0,1.0,normal,48714.71739400061,1
function 4,30,0.0,1.0,PSR,17571.857027381804,1
function 4,30,0.0,1.0,MSR,16924.974878398498,1
function 4,30,0.1,0.0,normal,38608.83750076551,1
function 4,30,0.1,0.0,PSR,24020.872843691435,1
function 4,30,0.1,0.0,MSR,43224.09086634181,1
function 4,30,0.1,0.1,normal,952.6066544500065,1
function 4,30,0.1,0.1,PSR,1090.3533879551906,1
function 4,30,0.1,0.1,MSR,950.626642347706,1
function 4,30,0.1,0.2,normal,709.1131169914149,1
function 4,30,0.1,0.2,PSR,884.6160832441857,1
function 4,30,0.1,0.2,MSR,783.5959875436172,1
function 4,30,0.1,0.3,normal,622.6195488462424,1
function 4,30,0.1,0.3,PSR,703.0737800440249,1
function 4,30,0.1,0.3,MSR,635.849111349914,1
function 4,30,0.1,0.4,normal,594.4181565070346,1
function 4,30,0.1,0.4,PSR,621.300631102163,1
function 4,30,0.1,0.4,MSR,596.7559282147555,1
function 4,30,0.1,0.5,normal,600.9126677271345,1
function 4,30,0.1,0.5,PSR,592.2938086383544,1
function 4,30,0.1,0.5,MSR,593.5907601431862,1
function 4,30,0.1,0.6,normal,573.2537296640002,1
function 4,30,0.1,0.6,PSR,550.777997066436,1
function 4,30,0.1,0.6,MSR,568.8881589069916,1
function 4,30,0.1,0.7,normal,538.6230837620309,1
function 4,30,0.1,0.7,PSR,651.009848682856,1
function 4,30,0.1,0.7,MSR,592.0094682942585,1
function 4,30,0.1,0.8,normal,544.9554364539899,1
function 4,30,0.1,0.8,PSR,561.9279961720429,1
function 4,30,0.1,0.8,MSR,617.1515841827319,1
function 4,30,0.1,0.9,normal,768.0848068655378,1
function 4,30,0.1,0.9,PSR,799.090064090459,1
function 4,30,0.1,0.9,MSR,615.7823015766371,1
function 4,30,0.1,1.0,normal,9624.462240569675,1
function 4,30,0.1,1.0,PSR,13200.407701040229,1
function 4,30,0.1,1.0,MSR,9929.223083296152,1
function 4,30,0.2,0.0,normal,31931.661341966617,1
function 4,30,0.2,0.0,PSR,49939.07814569613,1
function 4,30,0.2,0.0,MSR,43989.04714201821,1
function 4,30,0.2,0.1,normal,1268.3388348500414,1
function 4,30,0.2,0.1,PSR,1042.4656364754755,1
function 4,30,0.2,0.1,MSR,1096.6687570124773,1
function 4,30,0.2,0.2,normal,794.4135018740819,1
function 4,30,0.2,0.2,PSR,683.6656437778481,1
function 4,30,0.2,0.2,MSR,678.3424544721242,1
function 4,30,0.2,0.3,normal,699.2072742511548,1
function 4,30,0.2,0.3,PSR,609.7619185955522,1
function 4,30,0.2,0.3,MSR,594.5929705162891,1
function 4,30,0.2,0.4,normal,642.3063228747109,1
function 4,30,0.2,0.4,PSR,542.076635618837,1
function 4,30,0.2,0.4,MSR,654.3475332067289,1
function 4,30,0.2,0.5,normal,592.7061572792559,1
function 4,30,0.2,0.5,PSR,569.3156723568566,1
function 4,30,0.2,0.5,MSR,590.9652045611278,1
function 4,30,0.2,0.6,normal,572.0651009407709,1
function 4,30,0.2,0.6,PSR,551.5696639416068,1
function 4,30,0.2,0.6,MSR,601.1666277147518,1
function 4,30,0.2,0.7,normal,549.7266804591326,1
function 4,30,0.2,0.7,PSR,544.2325024587901,1
function 4,30,0.2,0.7,MSR,542.0263266285369,1
function 4,30,0.2,0.8,normal,593.3502736663353,1
function 4,30,0.2,0.8,PSR,572.2868058788067,1
function 4,30,0.2,0.8,MSR,548.5553202894789,1
function 4,30,0.2,0.9,normal,607.0529743225254,1
function 4,30,0.2,0.9,PSR,847.7472086770995,1
function 4,30,0.2,0.9,MSR,1109.0205069517763,1
function 4,30,0.2,1.0,normal,7881.510876662691,1
function 4,30,0.2,1.0,PSR,12317.381320339511,1
function 4,30,0.2,1.0,MSR,12889.848639717737,1
function 4,30,0.3,0.0,normal,47028.66256435873,1
function 4,30,0.3,0.0,PSR,25318.688215642313,1
function 4,30,0.3,0.0,MSR,51073.9731734773,1
function 4,30,0.3,0.1,normal,1185.7090377615893,1
function 4,30,0.3,0.1,PSR,1277.6048522980386,1
function 4,30,0.3,0.1,MSR,1099.859867663286,1
function 4,30,0.3,0.2,normal,1102.9928410627335,1
function 4,30,0.3,0.2,PSR,678.646306279626,1
function 4,30,0.3,0.2,MSR,770.7663507479881,1
function 4,30,0.3,0.3,normal,772.9104583433548,1
function 4,30,0.3,0.3,PSR,614.8252457316479,1
function 4,30,0.3,0.3,MSR,700.0553056105265,1
function 4,30,0.3,0.4,normal,666.2302682259472,1
function 4,30,0.3,0.4,PSR,631.2751583024619,1
function 4,30,0.3,0.4,MSR,620.7208030870955,1
function 4,30,0.3,0.5,normal,630.0488014108295,1
function 4,30,0.3,0.5,PSR,552.5041282161557,1
function 4,30,0.3,0.5,MSR,592.4426638540767,1
function 4,30,0.3,0.6,normal,585.0743572473746,1
function 4,30,0.3,0.6,PSR,608.374127325825,1
function 4,30,0.3,0.6,MSR,617.4559409237763,1
function 4,30,0.3,0.7,normal,578.571045387667,1
function 4,30,0.3,0.7,PSR,532.5464224793516,1
function 4,30,0.3,0.7,MSR,566.3336924739576,1
function 4,30,0.3,0.8,normal,615.5900832965781,1
function 4,30,0.3,0.8,PSR,604.3511571717709,1
function 4,30,0.3,0.8,MSR,530.642044132699,1
function 4,30,0.3,0.9,normal,555.4785250373413,1
function 4,30,0.3,0.9,PSR,836.1040818793965,1
function 4,30,0.3,0.9,MSR,666.6583827176433,1
function 4,30,0.3,1.0,normal,5528.119656617342,1
function 4,30,0.3,1.0,PSR,10721.213381705864,1
function 4,30,0.3,1.0,MSR,7622.605084178655,1
function 4,30,0.4,0.0,normal,28659.2919347619,1
function 4,30,0.4,0.0,PSR,43712.61430861761,1
function 4,30,0.4,0.0,MSR,40550.87484423474,1
function 4,30,0.4,0.1,normal,1229.4334544129308,1
function 4,30,0.4,0.1,PSR,963.4636909461132,1
function 4,30,0.4,0.1,MSR,918.5544884235646,1
function 4,30,0.4,0.2,normal,1037.3246767062967,1
function 4,30,0.4,0.2,PSR,669.8130521384946,1
function 4,30,0.4,0.2,MSR,765.5487365527076,1
function 4,30,0.4,0.3,normal,735.3825332816855,1
function 4,30,0.4,0.3,PSR,608.5837360603385,1
function 4,30,0.4,0.3,MSR,629.5211399463102,1
function 4,30,0.4,0.4,normal,726.226324300666,1
function 4,30,0.4,0.4,PSR,608.0563579524669,1
function 4,30,0.4,0.4,MSR,633.2642677922129,1
function 4,30,0.4,0.5,normal,689.6449990687926,1
function 4,30,0.4,0.5,PSR,593.3530090315187,1
function 4,30,0.4,0.5,MSR,610.9838265791063,1
function 4,30,0.4,0.6,normal,635.3757656670704,1
function 4,30,0.4,0.6,PSR,575.9570806204237,1
function 4,30,0.4,0.6,MSR,555.3482591099428,1
function 4,30,0.4,0.7,normal,602.1786896827574,1
function 4,30,0.4,0.7,PSR,575.3559011302171,1
function 4,30,0.4,0.7,MSR,539.027556354318,1
function 4,30,0.4,0.8,normal,616.0201841218257,1
function 4,30,0.4,0.8,PSR,576.3614905815264,1
function 4,30,0.4,0.8,MSR,591.6366965704035,1
function 4,30,0.4,0.9,normal,610.3290028592959,1
function 4,30,0.4,0.9,PSR,1080.6743433985735,1
function 4,30,0.4,0.9,MSR,661.2006915456386,1
function 4,30,0.4,1.0,normal,2524.8301418064825,1
function 4,30,0.4,1.0,PSR,11066.134398795495,1
function 4,30,0.4,1.0,MSR,10652.03664055199,1
function 4,30,0.5,0.0,normal,36541.041506432564,1
function 4,30,0.5,0.0,PSR,34440.318501427064,1
function 4,30,0.5,0.0,MSR,40733.967086991106,1
function 4,30,0.5,0.1,normal,1751.3050851911285,1
function 4,30,0.5,0.1,PSR,1100.7609272229174,1
function 4,30,0.5,0.1,MSR,1026.6689506650816,1
function 4,30,0.5,0.2,normal,1207.1193670631476,1
function 4,30,0.5,0.2,PSR,752.026902813795,1
function 4,30,0.5,0.2,MSR,771.5884680010585,1
function 4,30,0.5,0.3,normal,893.6135110484681,1
function 4,30,0.5,0.3,PSR,638.5670239169948,1
function 4,30,0.5,0.3,MSR,633.4428846265216,1
function 4,30,0.5,0.4,normal,832.811832553778,1
function 4,30,0.5,0.4,PSR,608.0708136038033,1
function 4,30,0.5,0.4,MSR,653.1433194394854,1
function 4,30,0.5,0.5,normal,860.2442202298412,1
function 4,30,0.5,0.5,PSR,601.9671305424686,1
function 4,30,0.5,0.5,MSR,543.3442640660369,1
function 4,30,0.5,0.6,normal,894.7484588973969,1
function 4,30,0.5,0.6,PSR,560.1754287105368,1
function 4,30,0.5,0.6,MSR,524.6409414390948,1
function 4,30,0.5,0.7,normal,1054.6345587263431,1
function 4,30,0.5,0.7,PSR,546.4794259153789,1
function 4,30,0.5,0.7,MSR,508.10909353705495,1
function 4,30,0.5,0.8,normal,851.2444371861792,1
function 4,30,0.5,0.8,PSR,605.1302086413071,1
function 4,30,0.5,0.8,MSR,569.5238279527105,1
function 4,30,0.5,0.9,normal,855.2974033959326,1
function 4,30,0.5,0.9,PSR,630.2280382665035,1
function 4,30,0.5,0.9,MSR,923.0438307735988,1
function 4,30,0.5,1.0,normal,1069.422054712924,1
function 4,30,0.5,1.0,PSR,9720.457572323361,1
function 4,30,0.5,1.0,MSR,6280.5381435453455,1
function 4,30,0.6,0.0,normal,28839.905099441665,1
function 4,30,0.6,0.0,PSR,32904.784961317964,1
function 4,30,0.6,0.0,MSR,33196.81271533403,1
function 4,30,0.6,0.1,normal,1265.9872806548815,1
function 4,30,0.6,0.1,PSR,1045.81782988568,1
function 4,30,0.6,0.1,MSR,968.5129740858167,1
function 4,30,0.6,0.2,normal,1295.4027270469023,1
function 4,30,0.6,0.2,PSR,791.2224237557507,1
function 4,30,0.6,0.2,MSR,723.0026973859585,1
function 4,30,0.6,0.3,normal,1351.6510087211282,1
function 4,30,0.6,0.3,PSR,661.0503265701304,1
function 4,30,0.6,0.3,MSR,703.3385843734923,1
function 4,30,0.6,0.4,normal,1490.6734767780667,1
function 4,30,0.6,0.4,PSR,608.8270025642121,1
function 4,30,0.6,0.4,MSR,585.3446754245197,1
function 4,30,0.6,0.5,normal,1084.1500211870277,1
function 4,30,0.6,0.5,PSR,555.189379493976,1
function 4,30,0.6,0.5,MSR,575.1137846021985,1
function 4,30,0.6,0.6,normal,1513.7464911359964,1
function 4,30,0.6,0.6,PSR,536.5630366872052,1
function 4,30,0.6,0.6,MSR,563.2994792403404,1
function 4,30,0.6,0.7,normal,1461.4459322138096,1
function 4,30,0.6,0.7,PSR,532.9997630744933,1
function 4,30,0.6,0.7,MSR,581.0082100410034,1
function 4,30,0.6,0.8,normal,1385.234544417672,1
function 4,30,0.6,0.8,PSR,559.6713135801451,1
function 4,30,0.6,0.8,MSR,556.8801262695474,1
function 4,30,0.6,0.9,normal,1238.17756220816,1
function 4,30,0.6,0.9,PSR,748.7782244786067,1
function 4,30,0.6,0.9,MSR,756.4737345498461,1
function 4,30,0.6,1.0,normal,1057.9902072647249,1
